text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
"Mauvais service bancaire NE repond PAS au telephone ni aux email 
evitez cette banque "	1	5b1f9abd4de5666d342546e5	fr	"Bonjour Monsieur Madani,

Merci pour votre commentaire.
Nous sommes désolés que vous ayez eu cette expérience. Nous apprécions votre patience et traitons vos préoccupations le plus rapidement possible.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2024-04-10T10:54:58.000Z	14	2024-04-16T10:35:43.000Z	0	False	Mauvais service bancaire NE repond PAS…
Très bonne banque, 	5	661576b587fcdb00112eca26	fr		BE	1	2024-04-09T19:11:20.000Z	1		0	False	Très bonne banque,
Duidelijke website, het verdienmodel bij verrichtingen met de rekening	5	637ce777425be300124788ce	nl		BE	1	2024-04-09T17:34:49.000Z	3		0	False	Duidelijke website
An online bank with no response to online requests. Took over 10 months to regain access to my account. E-mails remain unanswered and phone calls get the same generic response. Only after threatening to get federal banking authorities involved was there action. Stay away!	1	66154f7a87fcdb00112eac76	en		US	1	2024-04-09T16:24:05.000Z	1		0	False	An online bank with no online service
Bonne banque, bons services, très bonne application. Tarifs bousiers un peu trop élevés comparés à la concurrence. 	5	66144f8487fcdb00112e1c74	fr		BE	1	2024-04-08T22:11:49.000Z	1		0	False	Bonne banque
"L’app fonctionne bien est répond à mes besoins mais j’aimerais :
- pouvoir avoirs des messages structurés par défaut 
- pouvoir utiliser Apple Pay 
- meilleur support de payconiq"	4	6613834da8d1af00121cc6a7	fr		BE	1	2024-04-08T07:40:30.000Z	1		0	False	L’app fonctionne bien est répond à mes…
Fijne aangename en handige app waar zeer veel zelf geregeld kan worden. Indien je ergens vastloopt is snelle en duidelijke hulp te beschikking. Zeer tevreden van de service en de bankdiensten in totaliteit.	5	5ecd19045f913bc3088d661a	nl		BE	1	2024-04-06T11:03:19.000Z	6		0	False	Duidelijk en handig
gebruiksvriendelijk, alhoewel er soms meer vragen zijn, maar dat is te wijten aan de hogere leeftijd waarin ik me bevind.	4	6610fceaf9cd050012334867	nl		BE	1	2024-04-06T09:42:37.000Z	1		0	False	gebruiksvriendelijk
Online werkt uitstekend. Informatie vlot beschikbaar. Goedkoop bankieren	5	661069d54c2ed10012ca57a5	nl		BE	1	2024-04-05T23:15:04.000Z	1		0	False	Goedkoop bankieren zonder rompslomp
Ik ontving een nieuwe debetkaart met de nodige richtlijnen om die in gebruik te nemen	5	606f28a1252e9400195cd857	nl		NL	1	2024-04-05T20:31:24.000Z	1		0	False	Nieuwe debetkaart
Blijkbaar lukt het niet om een overschrijving te doen met de app.	1	5b51de414de5666d34296a49	nl	"Beste heer Van meerhaeghe,

We betreuren dat het niet lukte om een overschrijving te doen met de app. Aarzel niet om het ons meer in detail uit te leggen (foutmelding, tijdstip van de poging) zodat we aan een oplossing kunnen werken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-04-05T19:30:12.000Z	14	2024-04-09T14:57:34.000Z	0	False	Blijkbaar lukt het niet om een…
Un établissement bancaire sérieux dans ces services, que demander de plus ?	5	536b84430000640001725f1c	fr		BE	1	2024-04-05T14:11:43.000Z	5		0	False	Un établissement bancaire sérieux 
Globalement satisfait des services, malgré quelques « couacs ». Site internet et application pourraient être améliorés (navigation parfois compliquée).	4	5abfb8b54de5666d34f64271	fr		BE	1	2024-04-05T13:24:58.000Z	5		0	False	Globalement satisfait des services
Nouvelle app plus conviviale	4	660fd7bcc6281900128b12e3	fr		BE	1	2024-04-05T12:51:42.000Z	2		0	False	Nouvelle app plus conviviale
Geld van uw rekeningen overschrijven naar andere bank duurt meestal vrij lang tegen dat die uitgevoerd zijn.	2	61e2f1fb7b18150012a027b4	nl	"Beste Erwin,

Uiteraard vinden wij het jammer te lezen dat u niet tevreden bent. Uw feedback zal ons zeker helpen om een aantal geplande verbeteringen voorrang te geven. 

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-04-05T10:54:53.000Z	7	2024-04-09T14:59:59.000Z	1	False	Geld van uw rekeningen overschrijven…
Très fiable, simple et peu ou pas coûteux 	4	660eee2a54ed3f0012e23254	fr		BE	1	2024-04-04T20:15:08.000Z	2		0	False	Très fiable
Blijf aub weg van deze bank.   Ondermaatse service.  Een helpdesk de naam onwaardig.  Ik ben/was al meer dan 20 jaar klant, maar ik transfereer deze week alles naar een deftige bank en schrap mijn rekening.  	1	5cc089ff970ace6bd1a9f259	nl	"Beste heer Pollet,

We vinden het jammer dat we niet aan uw verwachtingen hebben voldaan. We werken hard aan het verbeteren van onze diensten op basis van feedback zoals die van u. 
Aarzel niet om het ons meer in detail uit te leggen zodat we aan een oplossing kunnen werken.
We bedanken u voor uw jarenlange trouw.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-04-04T16:08:34.000Z	2	2024-04-09T14:31:34.000Z	2	False	Blijf aub weg van deze bank
"Toutes les info sont claires et facilement accessibles.
Tarifs similaires à d'autres banques en ligne.
Le placement d'ordre(s) est facile.
La gamme de produits proposée est large"	5	5c0e7aa33f0baab6f42a374d	fr		BE	1	2024-04-04T13:48:04.000Z	7		0	False	clair et complet
Facilite d’emploi sur le site , accès rapide 	5	5f7f5739be002500197d0b3c	fr		BE	1	2024-04-04T12:54:45.000Z	2		0	False	Facilite d’emploi sur le site 
"j'apprécie la transparence, et la performance de Keyprivate.
Le suivi du portefeuille est très convivial.
L'achat de titres est très facile 
Je n'ai jamais eu de contact autre que par online mais cela fonctionne bien comme çà."	4	529705d10000640001570d23	fr		BE	1	2024-04-04T11:05:08.000Z	3		0	False	j'apprécie la transparence
Oude versie van de app werkte sneller	3	660e4ecf09e90d0012cfe419	nl		BE	1	2024-04-04T08:55:13.000Z	1		0	False	Oude versie van de app werkte sneller
Top service,bedankt 	5	5868e8020000ff000a676cce	nl		BE	1	2024-04-04T08:14:30.000Z	18		0	False	Top service,bedankt
"Tevreden, rap en goed.
De intrest mag nog hoger."	5	6605bda417cfe20012d06cfe	nl		TR	1	2024-03-28T20:57:42.000Z	1		0	False	Heel tevreden
"Accès à une large gamme de fonds et d'ETF.
disponibilité d'obligations limitée."	4	62e652c832207800169e2ef3	fr		FR	1	2024-03-28T19:36:56.000Z	4		0	False	Accès à une large gamme de fonds et…
"Cela fait 8 mois que j’ai ouvert compte et épargne chez Keytrade. J’ai utilisé le bankswitch sans problème. Mes placements Keytprivate et keytplan sont parfaitement gérés ( la conjoncture est favorable) on sait que ""jouer"" en bourse est une prise de risque par rapport à un compte épargne. C’est au client à surveiller mais les vidéos mensuelles de Keytprivate nous renseignent bien sur l’évolution et le suivi. J’ai également ouvert un compte titres en suivant là les conseils de test achat. Sur ces 8 mois, il a progressé de 10%. 
Et la gestion via tablette ou smartphone est très conviviale. Et aucun problème en utilisant carte de débit ou de crédit en ligne ou en magasin même à l’étranger. Super sécurité via soft et hardkey
Amplement satisfait "	5	6086fa39c586800019d0e70e	fr	"Bonjour Francis,

Nous apprécions vos commentaires positifs et sommes ravis que vous soyez satisfait de notre service. Merci !

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2024-03-28T17:53:15.000Z	14	2024-04-16T10:44:56.000Z	0	False	Plus que satisfait …
Aandelen en etfs aankopen op andere dan de Brusselse beurs, is veel te duur, zeker voor kleinere bedragen	3	6604a4ea26f1dc00124f8824	nl	"Beste Nic,

Bedankt voor deze beoordeling. We nemen uw feedback zeker mee bij het verbeteren van onze producten en diensten.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-03-28T00:59:56.000Z	1	2024-04-04T09:35:36.000Z	0	False	Aandelen en etfs aankopen
Het zou een 5 zijn mocht je terug payconiq volledig kunnen gebruiken met een Keytrade rekening. Wanneer komt hier eindelijk een oplossing voor ? 	4	530a42e30000640001658ef6	nl		BE	1	2024-03-26T21:11:36.000Z	15		1	False	Payconiq werkt niet helemaal 
"J'ai investi en un seul versement dans un Keyplan en février 2022.
Mon investissement a perdu beaucoup de valeur la première année. Je suis conscient que le marché des actions est plus risqué mais j'ai suivi vos conseils de ne pas garder trop de liquidités sur un compte courant. Il semblerait que je viens de récupérer, après deux ans, la totalité des fonds investis j'espère que la tendance à la hausse va se poursuivre.
"	3	6602d74c9dd6780011ae232c	fr		FR	1	2024-03-26T16:10:24.000Z	1		0	False	Conseil investissement
"When these guys block your account without telling you what is the issue it becomes a big challenge. Called and on the phone they said ""some"" documents missing, could not answer which ones. Submitted by email and no action one week later. Bad customer service."	1	6602d6e80d2dbc0011d6be0c	en		BG	1	2024-03-26T16:08:47.000Z	1		0	False	Blocking of account ... no info
Zo maar uit dank	4	66027a782c7cc000123df938	nl		BE	1	2024-03-26T09:34:18.000Z	1		0	False	Zo maar uit dank
"I really like this bank but blocking my account for over a week i called multiple times asking support if they can see the reason for the blocked account they are unable to see i emailed them multiple times received an email from them saying my complaint was forwarded to the right department and but im yet able to do anything .

"	3	65f64d46bf1f200012fe3d8d	en		BE	1	2024-03-26T01:48:09.000Z	2		0	False	Account blocked 
"Si vous avez le malheur de rencontrer un problème d'ordre informatique avec Keytrade, ne comptez pas sur le support de leur service clients.
Après de nombreuses explications sur le problème rencontré (génération de QR codes incorrects ne me permettant pas de me connecter à l'application mobile), le service clients n'a jamais daigné transférer ma requête au service compétent. 
J'ai reçu à chaque fois la même réponse, à savoir avez-vous bien renseigné votre identifiant en majuscules et agréé à la collecte de données ? 
La dernière réponse disait même : ce n'est pas un bug mais quelque chose que vous faites mal. Or, ce n'est pas le 1er compte que je créais chez Keytrade.
Bref, taux intéressants mais à quel prix ? Un service clients qui ne semble pas au courant des nouvelles mises à jour de l'application mobile et, des silos infranchissables entre le support clients et l'équipe IT compétente."	1	6601db700d2dbc0011d63944	fr	"Bonjour Ali,

Nous sommes vraiment désolés de lire votre expérience.
Nous travaillons avec diligence pour améliorer nos services en fonction de commentaires comme le vôtre.

Cordialement,
Véronique de l'équipe Keytrade Bank"	BE	1	2024-03-25T22:16:31.000Z	1	2024-03-26T10:49:24.000Z	0	False	Service clients à fuir
Makkelijk, veel info, ruime keuze	4	66001186d7209b0012dfe270	nl		BE	1	2024-03-24T13:42:00.000Z	1		0	False	Makkelijk
"Ondanks deze gratis is, inclusief kredietkaart is het echt een slechte bank bij momenten van urgentie/noodgevallen. 
Het is een volledige online bank met 1 kantoor in het Antwerpse. Maar voor bijna alle diensten ivm blokkeringen kredietkaarten / kaarten en app moet je inbellen. Want verschrikkelijk is. Via mail replyen ze weken later pas. 
Idd je een bankrekening zoekt die je niet actief gebruikt, bijvoorbeeld voor beleggingen, is het een oké bank. Van zodra je deze bank wil gebruiken als hoofdbank is het een ramp. Bespaar u de problemen en neem een betaalrekening bij conrurrenten. "	1	5ec66792c66da358218a867a	nl	"Beste Olivier Clement,

Uiteraard vinden we het jammer om dit te lezen. Weet alvast dat we uw feedback als essentieel zien om onze diensten te verbeteren om in de toekomst dit type van problemen te vermijden.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-03-23T14:56:47.000Z	4	2024-03-26T11:02:39.000Z	3	False	Ondanks deze gratis is
"Tout est bien chez vous sauf sur l'application  téléphone ou on ne vois pas le total des avoir comme sur le pc 
"	4	5b5ae6834de5666d3410c311	fr		BE	1	2024-03-22T19:52:42.000Z	3		0	False	Super sauf 😉
"Le site web est ""user-friendly"" à tous les niveaux (virements, achats-ventes en bourse, etc.). Les taux d'intérêts pour l'épargne sont compétitifs. Pas de frais de garde pour le compte titres. Crédit pour toutes sommes entrantes. "	5	61deff3765c2820013ab49f4	fr		BE	1	2024-03-22T10:42:16.000Z	12		0	False	Services compétitifs et facilité d'usage.
"Ik ben eigenlijk geheel toevallig bij Ketyrade Bank terecht gekomen omdat mijn vorige bank haar Belgische activiteiten stopte. Ik heb alleen maar zeer goede ervaringen met Keytrade Bank. 
Super."	5	56f533bd0000ff000a11b80b	nl		BE	1	2024-03-21T09:17:15.000Z	13		0	False	Ervaring met Keytrade Bank.
Mijn kaart werd geblokkeerd, want ik heb het in Rusland gebruikt.ik wist niet over de sancties   En de bank besloot mijn rekening af te sluiten. 	1	65fb330c980bcc0012c8df3f	nl		BE	1	2024-03-20T21:04:06.000Z	1		1	False	Mijn kaart werd geblokkeerd
Banque en ligne super pratique . Questions d'investissement et d'intérêt sur les comptes d'épargne c'est une des meilleurs.	4	5e3d55d77762da059f236ab6	fr		BE	1	2024-03-20T20:16:59.000Z	13		0	False	Banque en ligne super pratique 
La simplicité de l'utilisation du site internet	5	5e7f13ef8a0cd73a36702433	fr		BE	1	2024-03-20T18:37:58.000Z	2		0	False	La simplicité de l'utilisation du site…
"- Le service téléphonique pourrait être renforcé, car c'est le premier interlocuteur avec le client, c'est la vitrine de la banque.

- L'ouverture de compte est parfois très longue, le compte à vue est gratuit et rapporte 0.05€/ transaction ce qui est exceptionnel.

- Le choix des produits de financement est complet, mais le prix des transactions n'est plus compétitif par rapport à la concurrence.

"	3	65fb05eb1c164600127609b9	fr	"Bonjour Pascal,

Merci de partager votre expérience. Vos commentaires nous aident à identifier les domaines où nous pouvons nous améliorer.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2024-03-20T17:51:10.000Z	1	2024-03-26T12:37:48.000Z	1	False	Bien, mais peut mieux faire
Service bancaire disponible quand cela est nécessaire et fonctionnel, rien à redire. 	5	582035460000ff000a54c1a7	fr		BE	1	2024-03-20T15:35:27.000Z	5		0	False	Très bien 
"ik heb over het algemeen enkel positieve ervaring.
hetgeen volgens mij wel beter kan is het contact met de klant.Dit mag zeker via mail maar kan volgens mij wel sneller en duidelijker"	4	52b449aa00006400015ab954	nl		BE	1	2024-03-20T15:05:15.000Z	11		0	False	contact met de bank kan beter
Site Web complet, transactions faciles à réaliser. 	4	581f06a30000ff000a548c7d	fr		BE	1	2024-03-20T09:02:06.000Z	8		0	False	Site Web complet
"Super service in vergelijking met de klassieke banken. Gemakkelijk te gebruiken app. 
Het lukt wel niet altijd om online iets betaald te krijgen via de smartphone. Op dat moment kan je niet anders dan de app gebruiken van een andere bank, ... en dat zou toch echt niet de bedoeling mogen zijn."	4	57454aee0000ff000a232c3b	nl		BE	1	2024-03-20T00:24:13.000Z	5		0	False	Super, maar met ruimte voor verbetering.
"Uiteindelijk werkt alles, maar zonder support mag je het vergeten.
2 jaar geleden opstart rekening. Of het nu om de bankkaart ging, de hardkey login, de opening rekening, de visa. Elke keer loop je wel ergens op een foutmelding en werkt het systeem niet zoals men beweert dat het zou moeten werken. Elke keer heb je support nodig om iets te doen. Soms hang je 3 kwartier in de wachtrij, soms is de verbinding superslecht.

We hebben nu een tweede bankrekening nodig. Support beweert dat dit via de homepage /onboarding kan.
Bij de tweede rekeninghouder krijgen we een foutmelding. Support beweert dat dit niet kan.
Tja... Elke keer prijs."	2	65f9cd27fe6bcd0012a62884	nl	"Beste heer Van de Velde,

Bedankt voor uw feedback. Weet dat we deze feedback als essentieel zien om onze diensten te verbeteren om in de toekomst dit type van problemen te vermijden. Onze excuses voor het ongemak.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2024-03-19T19:36:47.000Z	1	2024-03-26T11:24:22.000Z	1	False	Ooit werkt het
