text	rating	language	title
"Noodgedwongen ben ik door Rabobank overgegeven aan Keytrade en dan meer bepaald voor het pensioensparen.  Die overgang is vlot verlopen.  Automatisch werd ook een betaalrekening en spaarrekening geopend, echter alles gratis.  Gezien deze diensten dan toch gratis waren en er bovenop nog eens 5 cent werd betaald per overschrijving, ben ik stilaan de betaalrekening beginnen te gebruiken.  Gezien alles vlot verliep, ben ik bijna volledig overgeschakeld naar Keytrade.  Tot zij vorig jaar in juli hun platform hebben vernieuwd.  Plots kon ik geen overschrijvingen meer doen.  Na een 10-tal e-mails en telefoons naar de klantendienst, hebben ze dan toegegeven dat er een probleem was met het platform maar dit zou zo vlug mogelijk opgelost worden.  In januari dit jaar (6 maand later) kreeg ik dan plots een telefoontje met de mededeling dat ik teruggezet werd naar het oude platform zodat ik eindelijk terug aan mijn centen kon.  Gedurende die periode kon ik wel gratis via e-mail overschrijvingen doorgeven zodat ik toch niet helemaal berooid bleef zitten.  Ik had ondertussen ook een manier gevonden om toch overschrijvingen te doen door alles eerst in een word document te typen en dan gegeven per gegeven te kopiëren in hun website.  Nog enkele maanden later, ondervond ik plotseling dat ik terug op het nieuwe platform zat.  Deze keer kon ik deze wel normaal gebruiken.  Wat nu het nieuwe platform betreft, dit is al beter dan het oude, maar moet qua gebruiksgemak wel onderdoen voor het platform van andere banken.
In april dit jaar ontdek ik dat de eindbelasting op mijn pensioensparen werd afgehouden.  Bij nazicht stel ik vast dat Keytrade een fout in de berekening heeft gedaan.  Zo ongeveer 20 e-mails/telefoons later, waarin ik met hand en tand uitleg wat er fout is gegaan, meldt een zeer onwillige dame dat er inderdaad te veel belastingen werden afgehouden.  Gezien dit bedrag reeds werd doorgestuurd naar de belastingen, moest ik dat bedrag maar zelf terugvorderen bij de belastingdienst!  Uiteindelijk na sterk aandringen van mezelf en e-mails naar ongeveer alle afdelingen van Keytrade, hebben zij dan zelf de fout rechtgezet.  Ik kan me voorstellen dat iemand die iets minder stevig in de schoenen staat, dit over zich laat gaan en derhalve zijn geld kwijt is want een rechtzetting door de belastingsdienst is onmogelijk.  
Hieruit blijkt dat de klantendienst van deze bank beneden alle peil is en dat er fouten bij de vleet worden gemaakt.  Een internetbank waar je gedurende 6 maand geen (of heel moeilijk) online verrichtingen kan doen is te gek voor woorden.
En ja, ik ben nog steeds klant omwille van de gratis rekening/verrichtingen/debet- en creditkaarten.  Blijkbaar is er ook veel commenteer over hun hoge prijzen ivm beursverrichtingen, maar deze liggen ook een pak lager dan wat ik voorheen bij Belfius betaalde."	1	nl	produkten ok, dienstverlening 0%
"Je n'ai pas réussi à ouvrir un compte. Huit semaines après la demande d'ouvert de compte, on me dit que tout est en ordre et que c'est en cours. 

Plusieurs appel pendant l'attente et à chaque appel, on me dit que ça va arriver fin de semaine, que le dossier va être escaladé à l'équipe en charge de l'ouverture des comptes.

J'ai attendu encore deux semaines, et on me sort encore le même refrain. Bref, c'est du mensonge afin de faire patienter les gens. J'ouvre un compte dans une banque pour y placer mon argent. C'est une relation de confiance. Si l'un des parti n'est pas honnête envers l'autre, ça ne peut pas marcher.
J'ai demandé l'annulation de la création de compte.

J'aurais certainement patienté si dès le début Keytrade avait été transparent et indiqué le délais pour une ouverture de compte, au lieu de mentir à ces futurs clients."	1	fr	Une banque qui ne donne pas confiance.
"SERVICE CLIENTELE DESASTREUX !!! depuis >12 mois.
Dialogue de sourds. Impossible de recevoir LOGON pour mon épouse malgré multiples coups de tél + mails.
IMPOSSIBLE d'avoir un responsable/dirigeant au tél.
Mon rating est au mieux: 0,5/5
Etienne de Walque"	1	fr	SERVICE CLIENTELE DESASTREUX !!
Most slow and useless Bank  I have ever experienced. Until now it has taken more than two months to open an account. They don't respond to mails at all. I can't recommend this Bank to anyone.  They only get 1 star because there are no option to give less.	1	en	Most slow and useless Bank  I have ever…
"Désastreux ! Aucun suivi clientèle. J attends mes cartes bancaires pour commencer à utiliser le compte que j ai ouvert en ligne mais rien ne vient depuis 5 semaines.
Je vais me tourner vers une autre banque."	1	fr	Désastreux
"Geen antwoorden op émails info at keytrabank.com en ook niet op legal at keytradebank.com
Ook verschillende keren getelefoneerd, druk nr zoveel -druk nr zoveel, muziek een lange tijd, dan ineens afgebroken, geen personeel dat aan de telefoon komt.  Het heeft me geld gekost aan telefoonkosten, zonder iemand aan de lijn te hebben  En daar sta je dan.  Hoe moet men hen bereiken ? Was al een hele week hen proberen te bereiken.
Om 16u  sluit de bank, kun je hen ook niet meer  bereiken telefonisch
Ben heel ontevreden  0/10  voor support naar de klant
Geld zal  naar andere bank gaan, die  hulp geven aan de klant en bereikbaar zijn"	1	nl	Geen antwoorden op émails…geen telefoons beantwoorden
"It is been over three weeks since I applied to open an account with Keytade. At the end of the application it said I would receive a letter in the post. Three weeks later and I have received zero response from them.

They do not reply to emails. The telephone line is never answered. It is as if they don't exist. I regret applying and providing them with my data, what an awful service."	1	en	Terrible
Je donne 5 sur 5 car même si le service clientèle est long et laisse parfois à désirer. Je suis satisfait du compte, les cartes de débit et crédits. De plus, les produits sont ultra compétitifs. La seule banque en Belgique qui rétribue ces clients avec un véritable compte bancaire qui ne coute rien.	5	fr	Je donne 5 sur 5 car même si le service…
Erbarmelijk voor een bank, zeer onbetrouwbaar.	1	nl	Erbarmelijk voor een bank
"Bonjour,
c'est vrai que le service client est désastreux et j'ai aussi bien galéré pour l'ouverture de mon compte client + visa, mais le fonctionnement du compte est parfait, l'appli est nickel (ce qui est rare), le paiement en ligne est d'une simplicité déconcertante.
Donc au final, en ce qui concerne mes comptes, je suis satisfaite de Keytrade."	4	fr	Au final je suis satisfaite de Keytrade
Fouten bij de vleet door ettelijke incompetente medewerkers. Gouden tip: Bellen en blijven bellen tot je eens een intelligent persoon aan de lijn krijgt welke uw problemen, waar je al maanden mee kampt, in enkele kliks oplost. Of blijven bellen tot iemand u correcte en bruikbare info geeft. Een ware schande is het. Men begint met ettelijke irrelevante en idiote vragen. Ze hebben enkel als doel dat je niet zou kunnen antwoorden! Vragen die ik allemaal kreeg. Welke waren uw 2 laatste verrichtingen, naar wie was dat en wat waren de bedragen? Wat is het saldo op je zichtrekening. Wanneer heb je  de rekening geopend (Jaartal/maand) weet jij na >10 jaar daar nog op te antwoorden? Van waar kwam het geld van uw eerste verrichting. Hoeveel was dat bedrag toen?  Eigenlijk willen ze u niet helpen en ze blijven doorvragen totdat je niet kan antwoorden. En dan zeggen ze dat ze twijfelen of jij de rechtmatige eigenaar bent. Compleet zotte bankinstelling! Dit fenomeen is nu bijna één jaar bezig. Vroeger ging alles vlot en dan werd je effectief geholpen. Nu is dat een droom om geholpen te worden	1	nl	Fouten bij de vleet door ettelijke…
"Een nieuw rekening nr aanvragen duurt al meer of 10 dagen, ik start als zelfstandige volgende maandag.  Ik kan niks in orde brengen!! (liantis, tankkaart, boekhouder,....)
Als je belt, word je van kastje naar de muur gestuurd.  En geven ze gewoon doodleuk door dat ze niet kunnen zeggen wanneer,want het is druk...

Idem, vraag over ons hypothecair krediet.  Word je 3 x !!! doorgestuurd, terwijl je al preselectie hebt moeten maken.  Al half uur aan de lijn, nog steeds geen antwoord!"	1	nl	Een nieuw rekening nr aanvragen duurt…
"Cloturation du compte sans justificatif.
Mail envoyé pour connaître la raison, jamais eu de réponse. 
Service minable"	1	fr	Cloturation du compte sans…
Het aanmaken van een individuele rekening is gelukt na enkele pogingen.	5	nl	Het aanmaken van een individuele…
Bijna volledige autonomie op vlak van bankieren.	5	nl	Bijna volledige autonomie op vlak van…
"Was een super bank. Rekening snel geopend. Vele jaren klant. In de tijden dat er amper gratis rekeningen waren, waren zij degene die je zelfs ervoor betaalden een te nemen bij hun. Klantendienst was uitstekend: snelle reactie en snel opgelost. 

De laatste tijd: 
- trage reactie en dan met een antwoord dat totaal 
niets met mijn vraag te maken heeft
- vaak moet ik herinneringen sturen voor ze eindelijk reageren
- zeggen dat ze iets opgelost hebben om dan te merken dat het niet opgelost is
- trage website en functionaliteit dat niet altijd werkt (en dat voor een internet bank!)
- rekening voor mijn vennootschap proberen openen... het heeft maanden geduurd! Inclusief vele herinneringen en telefoontjes (omdat mijn geduld op was heb ik op in de tussentijd hetzelfde bij een andere bank gedaan en dit was op 2 dagen in orde)

Vroeger raadde ik de bank bij iedereen aan, nu niet meer. Of je er van weg wil blijven moet je zelf zien. Een fatsoenlijke klantendienst kom je nergens meer tegen (ook bij niet-banken)  heb ik gemerkt. Dus ik zou gaan voor de minst slechte (van het moment)."	2	nl	Was een super bank
Un désastre. Cette banque a clôturé mon compte unilatéralement. J'étais client depuis sa création. Pas de recours possible et perte d'argent sur la clôture obligatoire de certaines positions.	1	fr	Un désastre
"Début des négociations le 18 mars 2021 pour un rachat de crédit hypothécaire.

La simulation faite en cette date n’est malheureusement plus valable car sauvegardée et non envoyée (alors que la personne de contact chez eux m’avait garanti que les simulations enregistrées jusqu’à date de validité restait valables). Soit on adapte le taux en leur faveur mais ça reste intéressant.

Je reçois l’offre de crédit avec les 25 documents à envoyer.. j’ennuie mon employeur, celui de mon compagnon.. on fouille dans tous nos documents pour leur renvoyer les documents demandés en temps et en heure.

Tout est bon. J’ai un de leur collaborateur en ligne. Il me reste juste à faire expertiser la maison à hauteur de 250€. Je fais les démarches.

Aujourd’hui 12/04 (un mois après le lancement du dossier) c’est soit disant refusé car nous avions fait appel au report du crédit pendant la période covid (chose légal qu’on offert toutes les banques).
Nouvelle règle chez eux. Ils ne refinancent pas les crédits qui ont pu bénéficier de cette aide.

Plutôt que de le dire directement... non 1 mois d’emails, d’appels, d’attente... etc pour rien.

Communication très difficile.. plusieurs jours pour avoir quelqu’un en ligne. Mauvaise coordination de leurs services.. un dit oui.. l’autre dit non.. qui croire?

Perte de temps.. fuyez.."	1	fr	A éviter. Perte de temps total - incohérence dans leurs services
One of the worst customer service I have ever seen, website is made for monkeys, frequent logon issues. I am in the very slow process of trying to get my own money back and closing the account.....but it seems even that takes freaking ages.	1	en	One of the worst customer service I…
"juste bon a ouvrir des comptes .... notion de service est ZERO et hyper procedurier. 
ouvrir un compte 10 minutes ...
cloturer votre compte pas de fin ...."	1	fr	juste bon a ouvrir des comptes ... MAUVAIS partenaire
"Tot 31/3/21 loopt er een promo voor keyplan : ""ontvang 30 euro in uw keyplan"". Ik heb na een week knoeien eindelijk toegang tot mijn dashboard, maar ik heb blijkbaar een gemeenschappelijke rekening geopend. Daarmee kan je geen begunstigde koppelen aan een keyplan. Ik kan hiermee geen keyplan voor mijn kinderen openen. Ik moet eerst een nieuwe individuele zichtrekening openen, maar die krijg ik nooit tijdig meer in orde. De helpdesk gebeld. Nog nooit zo'n onbeleefde helpdesk aan de lijn gehad. Heb de eerste keer het contact verbroken omdat de dame zo onbeleefd werd. 2de keer teruggebeld, ik probeer het gesprek aan te gaan, maar wordt herhaaldelijk brutaal onderbroken : ""naam, voornaam ? VOORNAAM ?!, geboortedatum, ... "" precies alsof ik op een beklaagdenbank zit.
Conclusie : ik kan wellicht fluiten naar de promo, ook al resteren er nog 2 dagen...."	1	nl	fluiten naar promo + onbeleefde helpdesk
"Heel tevreden klant !
Vooral het automatische en het feit dat alles heel vlot aanpasbaar is, maken het voor mij een zeer goed product.
Ondertussen hebben ook al verschillende familieleden een Keyplan, en ook zij zijn er heel tevreden over. Vooral omdat er geen omkijks naar is.
Meestal kiezen we voor a-la-carte, maar 1 Keyplan gaat over de defensieve samenstelling."	5	nl	Heel tevreden klant !
"Dommage que l'on doit quand même cocher une étoile. Scandaleux. Je possédais un compte et j'ai demandé pour effectuer un virement en chine pour un objet que je souhaitais acheter. Ils ont considéré cela comme une transaction ""pro"" et un mail annonçant qu'on allait clôturer mon compte mais que je devais faire la demande moi-même pour le clôturer ! 2 mois passe, et ce matin, je remarque que mon compte ainsi que la visa sont supprimés de l'interface keytrade, sans aucun avertissement. Quid des domiciliations, quid du solde restant sur le compte, quid des paiements en cours sur ce compte ? J'attends toujours la réponse. Bref, en ouvrant un compte chez eux, il faut savoir qu'on peut vous ""gicler"" comme un malpropre du jour au lendemain. Pas très rassurant quand on parle quand même d'argent..."	1	fr	Scandaleux.
